TransactionAmount,TransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,AgeGroup,Target
865.17,2322,1,15,1,24.0,3,161.0,1.0,9297.5,231,18-30,1
152.0,2386,1,0,0,51.0,1,63.0,1.0,7531.43,63,50-60,1
270.39,1072,1,17,0,25.0,3,104.0,1.0,899.15,77,18-30,0
246.41,960,1,11,0,54.0,2,23.0,1.0,1431.6,349,50-60,2
336.84,467,1,13,0,22.0,3,100.0,1.0,4500.26,216,18-30,0
261.45,2020,0,28,2,50.0,1,96.0,1.0,6735.74,169,40-50,1
99.98,607,0,42,2,73.0,2,152.0,1.0,3037.97,97,60+,2
400.69,623,1,19,2,32.0,1,26.0,1.0,9040.33,95,30-40,1
411.47,2422,1,13,0,26.0,3,120.0,1.0,796.63,288,18-30,0
204.63,1140,1,19,2,52.0,1,92.0,1.0,9199.52,212,50-60,1
421.56,1304,1,38,2,53.0,1,144.0,1.0,8037.87,275,50-60,1
193.38,1314,1,22,0,18.0,3,285.0,1.0,1081.79,273,<18,0
377.04,531,1,6,0,34.0,1,64.0,1.0,3812.87,212,30-40,0
54.1,909,0,4,1,28.0,1,17.0,1.0,940.91,37,18-30,0
18.1,696,1,21,0,57.0,2,66.0,1.0,6474.34,19,50-60,2
408.62,933,0,13,2,48.0,1,159.0,1.0,2498.48,46,40-50,2
162.1,2283,1,3,1,64.0,0,221.0,1.0,9578.74,312,60+,1
165.31,619,1,4,0,49.0,0,28.0,1.0,7346.66,230,40-50,1
267.48,187,1,0,0,21.0,3,159.0,2.0,811.86,190,18-30,0
856.9,534,1,27,1,36.0,1,150.0,1.0,8579.69,210,30-40,1
433.9,488,1,13,2,65.0,0,37.0,1.0,9013.1,82,60+,2
271.22,620,0,21,0,45.0,0,87.0,1.0,6863.02,30,40-50,1
307.68,127,0,11,2,75.0,2,162.0,1.0,2052.84,340,60+,2
348.17,855,1,12,0,21.0,3,181.0,1.0,1887.84,283,18-30,0
43.1,1855,1,10,1,45.0,3,102.0,1.0,6944.9,62,40-50,1
557.78,982,0,31,1,26.0,3,102.0,1.0,1289.48,290,18-30,0
325.6,1802,1,9,0,69.0,0,88.0,1.0,13777.1,266,60+,1
235.83,1620,0,22,2,53.0,1,169.0,1.0,4120.75,151,50-60,2
603.54,736,1,0,2,44.0,0,26.0,1.0,10517.47,106,40-50,1
270.25,2079,1,40,0,31.0,1,42.0,1.0,5414.97,265,30-40,0
123.38,2483,1,34,2,59.0,0,40.0,1.0,13542.41,270,50-60,1
577.12,175,1,41,0,39.0,1,69.0,1.0,5265.88,267,30-40,0
92.24,692,1,30,1,60.0,1,93.0,1.0,6937.48,164,50-60,2
856.21,767,0,7,1,33.0,0,109.0,1.0,12690.79,306,30-40,1
251.54,564,1,40,1,48.0,0,177.0,1.0,254.75,319,40-50,2
28.63,1531,1,36,1,56.0,2,146.0,1.0,3382.91,137,50-60,2
185.97,376,1,10,2,23.0,3,19.0,1.0,1776.91,359,18-30,0
243.08,298,0,17,2,24.0,3,93.0,1.0,131.25,87,18-30,0
506.9,2055,0,15,1,64.0,0,56.0,1.0,11471.87,227,60+,1
313.69,484,1,28,1,73.0,2,152.0,1.0,7093.68,241,60+,2
973.39,1606,1,34,1,77.0,2,296.0,1.0,2042.22,321,60+,2
787.41,1112,1,22,2,25.0,3,39.0,1.0,300.87,22,18-30,0
121.17,2437,1,31,0,68.0,0,158.0,1.0,12990.77,230,60+,1
21.9,669,1,31,0,28.0,3,30.0,1.0,1052.27,292,18-30,0
515.94,2415,1,37,0,29.0,1,37.0,1.0,1389.89,287,18-30,0
174.39,49,1,37,0,19.0,3,36.0,1.0,1127.08,278,18-30,0
356.56,1877,1,27,2,47.0,1,52.0,1.0,2485.73,334,40-50,2
183.32,847,1,33,0,21.0,3,74.0,1.0,137.42,189,18-30,0
20.17,10,1,35,0,77.0,2,86.0,1.0,3869.37,137,60+,2
12.18,734,1,27,1,76.0,2,77.0,1.0,4909.24,75,60+,2
232.12,2461,1,29,0,37.0,1,51.0,1.0,6689.87,175,30-40,1
255.04,2200,1,39,0,45.0,1,152.0,1.0,6217.86,315,40-50,1
196.16,377,1,41,1,27.0,1,146.0,1.0,9418.86,130,18-30,1
20.64,728,1,5,1,22.0,3,59.0,1.0,949.38,175,18-30,0
254.21,922,1,31,0,48.0,1,46.0,1.0,2487.2,267,40-50,2
291.46,248,1,24,0,57.0,2,135.0,1.0,7142.53,221,50-60,2
46.6,1607,1,11,2,55.0,0,68.0,1.0,1562.9,1,50-60,2
20.54,1541,1,13,1,51.0,1,72.0,1.0,5327.03,66,50-60,2
230.08,781,1,2,2,79.0,2,124.0,1.0,4466.1,324,60+,2
561.58,1154,1,34,2,65.0,0,23.0,1.0,11748.86,10,60+,1
493.11,1380,1,7,1,53.0,2,236.0,1.0,7432.99,99,50-60,1
198.62,865,0,40,1,27.0,3,84.0,1.0,1196.07,16,18-30,0
7.49,1979,0,15,2,65.0,2,276.0,1.0,3634.67,202,60+,2
